"","date.dd.mm.yy.","bd_liz_id","MR_O2_min","marker_sample","FMS","time_in_chamber","Geno.pheno","Date.Hatched","Phenotypic.Sex","Genotypic.Sex","mass","svl_mm","match","file","start_mass_g","end_mass_g","Final_MR_O2_min"
"28","17/12/20",21,2.25870402881746,35600,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0410673459784993
"29","17/12/20",21,2.31652531021669,37420,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0421186420039398
"30","17/12/20",21,2.31652531021669,37420,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0421186420039398
"31","17/12/20",21,2.27051008113845,39230,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0412820014752445
"32","17/12/20",21,2.27051008113845,39230,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0412820014752445
"33","17/12/20",21,2.35215761906635,40989,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0427665021648427
"34","17/12/20",21,2.35215761906635,40989,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0427665021648427
"35","17/12/20",21,2.46716926422806,42749,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0448576229859647
"36","17/12/20",21,2.46716926422806,42749,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0448576229859647
"37","17/12/20",21,2.59755060017421,44501,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0472281927304402
"38","17/12/20",21,2.59755060017421,44501,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0472281927304402
"39","17/12/20",21,2.80876844169641,46277,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0510685171217529
"40","17/12/20",21,2.80876844169641,46277,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0510685171217529
"41","17/12/20",21,2.90929571742484,48000,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0528962857713607
"42","17/12/20",21,2.90929571742484,48000,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0528962857713607
"43","17/12/20",21,2.72409919166326,49881,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0495290762120593
"44","17/12/20",21,2.72409919166326,49881,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.0495290762120593
"45","17/12/20",21,2.79154606015956,51597,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.050755382911992
"46","17/12/20",21,2.79154606015956,51597,2,55,"ZZf","11/26/2020","F","ZZ",5.121,46,"Data_12-18-2020_Pogona_Mux2.exp.4","Data_12-18-2020_Pogona_Mux2.exp",2.566,2.555,0.050755382911992
"47","25/2/21",21,10.0212847389847,9800,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.154173611368995
"48","25/2/21",21,10.0918373262953,14000,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.155259035789158
"49","25/2/21",21,10.3180132954769,18050,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.15873866608426
"50","25/2/21",21,10.1375926182559,22250,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.155962963357783
"51","25/2/21",21,10.3592259093324,26450,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.159372706297422
"52","25/2/21",21,10.4226016981625,30650,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.160347718433269
"53","25/2/21",21,10.474885517152,34760,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.161152084879262
"54","25/2/21",21,10.6552331309601,38960,2,65,"ZZf","","F","ZZ",8.489,50,"Data_02-26-2021_Pogona_Mux2.exp.4","Data_02-26-2021_Pogona_Mux2.exp",3.775,4.714,0.163926663553232
"55","6/12/20",21,8.62862876501675,11030,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.132748134846412
"56","6/12/20",21,8.81061646291414,15100,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.135547945583294
"57","6/12/20",21,8.81559592236028,19300,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.135624552651697
"58","6/12/20",21,8.68733687270408,23500,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.13365133650314
"59","6/12/20",21,8.71175698197085,27580,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.134027030491859
"60","6/12/20",21,8.49600932590881,31840,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.130707835783212
"61","6/12/20",21,8.92286542259603,36040,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.137274852655324
"62","6/12/20",21,8.77455673025907,40150,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.134993180465524
"63","6/12/20",21,9.09914547368799,44350,1,65,"ZZf","11/26/2020","F","ZZ",5.196,44,"Data_12-07-2020_Pogona.exp.6","Data_12-07-2020_Pogona.exp",2.6,2.596,0.139986853441354
"64","23/2/21",125,5.70709734824431,9800,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.0878014976652971
"65","23/2/21",125,5.46103476256269,13830,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.0840159194240414
"66","23/2/21",125,5.51909744817327,18050,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.084909191510358
"67","23/2/21",125,5.5120614904237,22250,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.0848009460065185
"68","23/2/21",125,5.36562586077488,26450,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.0825480901657674
"69","23/2/21",125,5.50006031489159,30650,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.0846163125367937
"70","23/2/21",125,5.31741239195985,34760,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.08180634449169
"71","23/2/21",125,5.43376061202343,38960,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.0835963171080528
"72","23/2/21",125,5.53267435013852,43160,2,65,"ZWf","1/25/2021","F","ZW",5.771,48,"Data_02-24-2021_Pogona_Mux2.exp.4","Data_02-24-2021_Pogona_Mux2.exp",2.897,2.874,0.085118066925208
"73","16/12/20",135,8.17450578591384,12203,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.125761627475598
"74","16/12/20",135,8.44477138410835,16363,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.129919559755513
"75","16/12/20",135,8.14632316523623,20542,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.125328048695942
"76","16/12/20",135,7.95980673733217,24731,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.122458565189726
"77","16/12/20",135,9.07525795462316,28865,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.139619353148049
"78","16/12/20",135,8.77524056069648,33030,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.135003700933792
"79","16/12/20",135,9.18574751014128,37189,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.141319192463712
"80","16/12/20",135,10.4607513974071,41383,1,65,"ZZf","11/23/2020","F","ZZ",5.19,44,"Data_12-17-2020_Pogona.exp.8","Data_12-17-2020_Pogona.exp",2.62,2.57,0.160934636883186
"81","25/2/21",135,34.9230142068022,11000,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.537277141643111
"82","25/2/21",135,35.6139061941491,15200,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.547906249140755
"83","25/2/21",135,37.1546103152618,19250,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.571609389465566
"84","25/2/21",135,36.8683852619482,23450,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.567205927106895
"85","25/2/21",135,39.3326524350381,27650,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.605117729769817
"86","25/2/21",135,41.5877421833001,31850,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.639811418204617
"87","25/2/21",135,45.1015671894809,35960,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.693870264453552
"88","25/2/21",135,35.884590513569,40160,2,65,"ZZf","","F","ZZ",18.717,67,"Data_02-26-2021_Pogona_Mux2.exp.6","Data_02-26-2021_Pogona_Mux2.exp",9.439,9.278,0.552070623285677
"89","4/12/20",135,8.40931148419735,9850,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.152896572439952
"90","4/12/20",135,3.7855622913419,13970,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.0688284052971255
"91","4/12/20",135,11.4977299350223,18080,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.209049635182224
"92","4/12/20",135,14.2809257992087,22280,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.259653196349249
"93","4/12/20",135,9.51513171751269,26480,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.173002394863867
"94","4/12/20",135,9.16541999175422,30680,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.166643999850077
"95","4/12/20",135,9.48762593758747,34730,1,55,"ZZf","11/23/2020","F","ZZ",5.29,44,"Data_12-05-2020_Pogona.exp.4","Data_12-05-2020_Pogona.exp",2.656,2.634,0.172502289774318
"96","16/12/20",152,3.52135867573274,5037,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0541747488574268
"97","16/12/20",152,3.8652411702594,6799,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0594652487732215
"98","16/12/20",152,4.55384986096078,8566,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0700592286301658
"99","16/12/20",152,4.74665061904521,10370,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0730253941391571
"100","16/12/20",152,4.46708690261031,12170,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0687244138863125
"101","16/12/20",152,4.27681977182624,13966,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0657972272588652
"102","16/12/20",152,4.31144048637663,15748,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0663298536365635
"103","16/12/20",152,4.10846347427556,17559,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0632071303734701
"104","16/12/20",152,4.16302819316605,19348,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.06404658758717
"105","16/12/20",152,4.17335430141054,21107,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0642054507909314
"106","16/12/20",152,4.11065487491205,22925,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0632408442294161
"107","16/12/20",152,4.11169633033476,24692,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0632568666205348
"108","16/12/20",152,4.17092412909178,28278,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0641680635244889
"109","16/12/20",152,4.15383637067257,30045,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0639051749334242
"110","16/12/20",152,4.17454935072208,31863,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0642238361649551
"111","16/12/20",152,4.2454693064991,33620,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0653149124076785
"112","16/12/20",152,4.18989365370113,35400,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0644599023646328
"113","16/12/20",152,4.20996273884518,37200,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0647686575206951
"114","16/12/20",152,4.31629942389074,39000,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.066404606521396
"115","16/12/20",152,5.13679988630149,40836,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.0790276905584845
"116","16/12/20",152,6.71497501285171,42623,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.103307307890026
"117","16/12/20",152,6.78890615264016,44427,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.104444710040618
"118","16/12/20",152,8.08905085330955,46216,1,65,"ZZf","11/25/2020","F","ZZ",4.77,43,"Data_12-17-2020_Pogona_Mux2.exp.4","Data_12-17-2020_Pogona_Mux2.exp",2.393,2.377,0.124446936204762
"119","25/2/21",152,12.2082718508497,11600,2,65,"ZZf","","F","ZZ",7.824,51,"Data_02-26-2021_Pogona_Mux2.exp.7","Data_02-26-2021_Pogona_Mux2.exp",3.915,3.909,0.187819566936149
"120","25/2/21",152,12.132074576316,15650,2,65,"ZZf","","F","ZZ",7.824,51,"Data_02-26-2021_Pogona_Mux2.exp.7","Data_02-26-2021_Pogona_Mux2.exp",3.915,3.909,0.186647301174092
